name,hex,l*,a*,b*
Adobe Sand,#e8dec5,88.65270290668833,-0.6841600055372266,13.495487826803032
Adobe South,#e5c1a7,80.51041228023058,8.976469358411565,17.875007518071495
Adobe Straw,#c3a998,71.0404343872017,6.751214664505067,12.261395376120742
Adobe Village,#d6ae9a,74.12794918819444,11.6174621306514,15.763577865960432
Adobe White,#e6dbc4,87.71412358349417,-0.012304581707200946,12.667414682115275
Adolescent Rodent,#a99681,63.20512096260828,3.6243502929281246,13.665548349236634
Adonis,#64b5bf,69.12347675922405,-22.076183260025307,-12.767473916266692
Adonis Rose Yellow,#efbf4d,79.70022700818784,5.589676627631879,61.86602581593299
Adora,#8d8dc9,60.7185051998552,13.669500346243035,-30.954413405435588
Adorable,#e3beb0,79.78110207612043,11.073600276293504,12.003476406303438
Adorbs,#b8cace,80.11586287954384,-5.288508037936845,-4.068611756117968
Adriatic,#014a69,29.2179306246625,-7.4344057762650575,-23.556930207564953
Adriatic Blue,#5c899b,54.58690461129291,-10.505591550389436,-14.428994118411786
Adriatic Haze,#96c6cd,76.84709459171579,-14.038592814533512,-8.606855284177485
Adriatic Mist,#d3ece4,91.43304840614472,-9.70100114839234,1.0904910932725054
Adriatic Sea,#016081,37.76339594864452,-11.201803331989918,-25.115077761611538
Adrift,#4b9099,55.82721471624268,-19.198048809976108,-11.48547827464379
Adrift at Sea,#758181,53.022858787208705,-4.403477152665369,-1.5061373732606853
Adrift on the Nile,#93b8e3,73.56360076526902,-2.1152314099698866,-25.499353094483055
Advantageous,#20726a,43.332232767381726,-26.060775243327118,-2.6438022818714657
Adventure,#34788c,47.046741457891734,-15.039027472326383,-17.29715237127898
Adventure Island Pink,#f87858,65.04154569314672,46.61163080540815,40.42678516484983
Adventure Isle,#6f9fb9,63.07486005308601,-9.311589831156986,-18.517843378784484
Adventure of the Seas,#3063af,42.22430429021981,9.362609104394682,-45.52397264719183
Adventure Orange,#eda367,73.01177630593916,21.225000077979228,41.920496388855796
Adventurer,#72664f,43.7195773536342,0.876047383816192,14.764357807902284
Adventurine,#7cac88,66.18753362330247,-23.52817936895818,13.466007028451177
Advertisement Green,#d8cb4b,80.63920846585266,-10.389385356242897,63.02429214944398
Advertising Blue,#0081a8,50.12746723179278,-15.344011394888446,-29.017442639710445
Advertising Green,#53a079,60.21232560577167,-33.164783213492534,13.113710251704823
Aebleskiver,#e6d3b6,85.39803191763124,2.0280613448908635,16.764656829379064
Aegean Blue,#1b416f,27.18771078007976,3.783435383526046,-30.5393838641846
Aegean Green,#4c8c72,53.499444044579135,-27.017445235720917,7.566797088186972
Aegean Mist,#9cbbe2,74.8864274692768,-1.4688428549182175,-22.88805274244261
Aegean Sea,#508fa2,56.045097374608744,-14.89207155624256,-16.300391129534653
Aegean Sky,#e48b59,66.27826923398739,29.288882365410274,40.74589750976507
Aegean Splendour,#9ba0a4,65.58505889407827,-0.9944171854645578,-2.6947470724212996
Aerial View,#a0b2c8,71.88186135985102,-1.5037086522279863,-13.236201722041386
Aero,#7cb9e8,72.76409722512066,-7.222187502944289,-29.548077540371388
Aero Blue,#c0e8d5,88.79104373665368,-16.65680123194774,4.940580633141778
Aerobic Fix,#a2c348,74.30453929756946,-28.87430464499241,56.31203345177498
Aerodynamic,#cacecd,82.4361128672741,-1.5521894426449023,0.021586874654699884
Aeronautic,#2b3448,21.716373292983768,2.071303732921803,-13.590651850818801
Aerospace Orange,#ff4f00,58.843357827974614,64.30936367819906,69.55145635099993
Aerostatics,#355376,34.49973473262663,-0.11106881923980683,-23.333141352842457
Aesthetic White,#e3ddd3,88.3271447097041,0.3166784536913214,5.630437447211123
Affair,#745085,39.82190679826339,25.342521464216173,-23.861926133717894
Affen Turquoise,#aaffff,94.85770665388942,-25.48596958846594,-8.15088993787767
Affinity,#fed2a5,86.93990116826375,9.353196998683755,28.120575045805296
Afghan Carpet,#905e26,44.34188828732032,15.147832297143115,39.169094132325675
Afghan Hound,#e2d7b5,86.05996042683783,-1.6591031103919684,18.167503655446616
Afghan Sand,#d3a95c,71.5551275919492,6.401036973319895,45.0707525729636
Afloat,#78a3c2,65.02657150171962,-6.652669709451664,-20.531446646958006
African Bubinga,#c7927a,65.04767174241626,16.87324101786508,20.585758470316605
African Grey,#939899,62.47322095385387,-1.6044214437924698,-1.1494215694427545
African Mahogany,#cd4a4a,49.947765645194735,51.8232679066567,28.21416435952401
African Mud,#826c68,47.58643741689636,8.003055632570256,5.488586026489095
African Plain,#86714a,48.727637338644286,2.565753879433974,24.684603235262603
African Safari,#b16b40,52.10192006927812,23.868630899314514,35.5267667126266
African Sand,#ccaa88,71.8028901260581,7.509571912451607,22.184145004581012
African Violet,#b085b7,61.154664868852095,25.263428361133546,-19.853997522487177
After Burn,#fd8b60,69.61031719453607,39.55029714642677,41.863718187593605
After Dark,#3c3535,22.87528077383155,3.0892172330668766,1.1293377228004942
After Dinner Mint,#e3f5e5,94.86211914180907,-8.797482643977173,5.679945920915408
After Eight,#3d2e24,20.33640465557169,5.163430497609839,9.079818686405694
After Eight Filling,#d6eae8,91.21933787720288,-6.959907431416168,-1.2841610594088282
After Midnight,#38393f,24.083214923906347,1.0141766815860154,-3.857554490400894
After Shock,#fec65f,83.06721155038306,9.250184817739592,58.03087029268925
After the Rain,#8bc4d1,75.8045200122632,-15.199749063683598,-12.389229735251227
After the Storm,#33616a,38.363437203205045,-13.030368089392342,-9.984923368540844
After Work Blue,#24246d,18.973256174741792,24.859297807869247,-42.477841687885366
After-Party Pink,#c95efb,59.33235990168248,66.42207562407104,-60.642262529722004
Aftercare,#85c0cd,74.24810623592677,-15.756000567032412,-12.583465372102353
Afterglow,#f2e3c5,90.71055815017492,0.3553668624973194,16.512836570216027
Afterlife,#d91fff,55.02436593825897,89.67174831198705,-69.67355487137282
Afternoon,#fbcb78,84.26738307804848,7.269713628866192,47.48755073544639
Afternoon Coffee,#6e544b,38.135491232250075,9.362078564136178,9.416741821873497
Afternoon Nap,#b7b5a4,73.41278809932938,-2.302784258127577,8.920139276082327
Afternoon Sky,#87ceeb,79.20706663269527,-14.841744624645992,-21.272052186887038
Afternoon Stroll,#d9c5a1,80.3250585738771,1.4984855434784228,20.648274312689363
Afternoon Tea,#594e40,33.86396886303442,2.0676927627138744,9.979335778799925
Agapanthus,#bbc5de,79.48288620239988,1.6305389238422396,-13.580488083256581
Agate Brown,#956a60,48.9374928686581,15.798198089666649,12.444840418949566
